entry,at,order
"""Sul3 @ 9dMYR0bjPk"" checks",2026-09-13T16:56:30.887Z,178931859088700
"""rowan @ GthBpPSqaK"" checks",2026-09-13T16:56:28.325Z,178931858832500
"Turn: 10♠, 3♥, J♣ [J♥]",2026-09-13T16:56:25.580Z,178931858558000
"""Mr Bloodthirst @ 6D7s410Ucp"" folds",2026-09-13T16:56:24.770Z,178931858477000
"""rowan @ GthBpPSqaK"" calls 2.25",2026-09-13T16:56:23.904Z,178931858390400
"""Sul3 @ 9dMYR0bjPk"" bets 2.25",2026-09-13T16:56:22.606Z,178931858260600
"""Mr Bloodthirst @ 6D7s410Ucp"" checks",2026-09-13T16:56:20.420Z,178931858042000
"""rowan @ GthBpPSqaK"" checks",2026-09-13T16:56:19.030Z,178931857903000
"Flop:  [10♠, 3♥, J♣]",2026-09-13T16:56:18.444Z,178931857844400
"""Mr Bloodthirst @ 6D7s410Ucp"" calls 1.00",2026-09-13T16:56:17.616Z,178931857761600
"""rowan @ GthBpPSqaK"" calls 1.00",2026-09-13T16:56:16.697Z,178931857669700
"""Sul3 @ 9dMYR0bjPk"" raises to 1.00",2026-09-13T16:56:15.722Z,178931857572200
"""Mr Bloodthirst @ 6D7s410Ucp"" posts a big blind of 0.20",2026-09-13T16:56:13.164Z,178931857316406
"""rowan @ GthBpPSqaK"" posts a small blind of 0.10",2026-09-13T16:56:13.164Z,178931857316405
"Player stacks: #1 ""rowan @ GthBpPSqaK"" (66.19) | #2 ""Mr Bloodthirst @ 6D7s410Ucp"" (97.95) | #10 ""Sul3 @ 9dMYR0bjPk"" (20.86)",2026-09-13T16:56:13.164Z,178931857316401
"-- starting hand #225 (id: aashhsthk3dv)  No Limit Texas Hold'em (dealer: ""Sul3 @ 9dMYR0bjPk"") --",2026-09-13T16:56:13.164Z,178931857316400
"-- ending hand #224 --",2026-09-13T16:56:07.234Z,178931856723402
"""rowan @ GthBpPSqaK"" collected 0.20 from pot",2026-09-13T16:56:07.234Z,178931856723401
"Uncalled bet of 0.10 returned to ""rowan @ GthBpPSqaK""",2026-09-13T16:56:07.234Z,178931856723400
"""Sul3 @ 9dMYR0bjPk"" folds",2026-09-13T16:56:06.397Z,178931856639700
"""Mr Bloodthirst @ 6D7s410Ucp"" folds",2026-09-13T16:56:04.832Z,178931856483200
"""rowan @ GthBpPSqaK"" posts a big blind of 0.20",2026-09-13T16:56:03.672Z,178931856367206
"""Sul3 @ 9dMYR0bjPk"" posts a small blind of 0.10",2026-09-13T16:56:03.672Z,178931856367205
"Player stacks: #1 ""rowan @ GthBpPSqaK"" (66.09) | #2 ""Mr Bloodthirst @ 6D7s410Ucp"" (97.95) | #10 ""Sul3 @ 9dMYR0bjPk"" (20.96)",2026-09-13T16:56:03.672Z,178931856367201
"-- starting hand #224 (id: udydk0n3wjpc)  No Limit Texas Hold'em (dealer: ""Mr Bloodthirst @ 6D7s410Ucp"") --",2026-09-13T16:56:03.672Z,178931856367200
"""Mr Bloodthirst @ 6D7s410Ucp"" shows a 4♠, 9♥.",2026-09-13T16:55:58.379Z,178931855837900
"-- ending hand #223 --",2026-09-13T16:55:57.067Z,178931855706702
"""rowan @ GthBpPSqaK"" collected 0.50 from pot",2026-09-13T16:55:57.067Z,178931855706701
"Uncalled bet of 0.80 returned to ""rowan @ GthBpPSqaK""",2026-09-13T16:55:57.067Z,178931855706700
"""Sul3 @ 9dMYR0bjPk"" folds",2026-09-13T16:55:56.224Z,178931855622400
"""Mr Bloodthirst @ 6D7s410Ucp"" folds",2026-09-13T16:55:55.388Z,178931855538800
"""rowan @ GthBpPSqaK"" raises to 1.00",2026-09-13T16:55:54.541Z,178931855454100
"""Sul3 @ 9dMYR0bjPk"" posts a big blind of 0.20",2026-09-13T16:55:52.264Z,178931855226406
"""Mr Bloodthirst @ 6D7s410Ucp"" posts a small blind of 0.10",2026-09-13T16:55:52.264Z,178931855226405
"Player stacks: #1 ""rowan @ GthBpPSqaK"" (65.79) | #2 ""Mr Bloodthirst @ 6D7s410Ucp"" (98.05) | #10 ""Sul3 @ 9dMYR0bjPk"" (21.16)",2026-09-13T16:55:52.264Z,178931855226401
